N,Z,A,Mass Excess (keV),A^2/3,Z(Z-1)/A^1/3,(N-Z)^2/A,(N-Z)/A,N/Z,ZEO,NEO,Zshell_category,Nshell_category,deltaZ,deltaN,proton_particles,proton_holes,neutron_particles,neutron_holes,nu_Z,nu_N,promiscuity,neighbor_N_plus_1_exists,neighbor_N_minus_1_exists,neighbor_Z_plus_1_exists,neighbor_Z_minus_1_exists
105,75,180,-45837.364,31.879757075478327,982.9591764939154,5.0,0.16666666666666666,1.4,1,1,5,6,7.0,21.0,25.0,7.0,23.0,21.0,7.0,21.0,5.25,1,1,1,1
104,76,180,-44356.198,31.879757075478327,1009.5256407234806,4.355555555555555,0.15555555555555556,1.368421052631579,0,0,5,6,6.0,22.0,26.0,6.0,22.0,22.0,6.0,22.0,4.714285714285714,1,1,1,1
103,77,180,-37977.53,31.879757075478327,1036.4463244761068,3.7555555555555555,0.14444444444444443,1.3376623376623376,1,1,5,6,5.0,21.0,27.0,5.0,21.0,23.0,5.0,21.0,4.038461538461538,1,1,1,1
102,78,180,-34429.875,31.879757075478327,1063.7212277517938,3.2,0.13333333333333333,1.3076923076923077,0,0,5,6,4.0,20.0,28.0,4.0,20.0,24.0,4.0,20.0,3.3333333333333335,1,1,1,1
101,79,180,-25625.646,31.879757075478327,1091.3503505505416,2.688888888888889,0.12222222222222222,1.2784810126582278,1,1,5,6,3.0,19.0,29.0,3.0,19.0,25.0,3.0,19.0,2.590909090909091,1,1,1,1
100,80,180,-20250.513,31.879757075478327,1119.3336928723504,2.2222222222222223,0.1111111111111111,1.25,0,0,5,6,2.0,18.0,30.0,2.0,18.0,26.0,2.0,18.0,1.8,1,1,1,1
99,81,180,-9390.438,31.879757075478327,1147.67125471722,1.8,0.1,1.2222222222222223,1,1,5,6,1.0,17.0,31.0,1.0,17.0,27.0,1.0,17.0,0.9444444444444444,1,1,1,1
98,82,180,-1941.069,31.879757075478327,1176.3630360851505,1.4222222222222223,0.08888888888888889,1.1951219512195121,0,0,6,6,0.0,16.0,0.0,0.0,16.0,28.0,0.0,16.0,0.0,1,1,0,1
110,71,181,-44797.414,31.997721191890314,878.6114603519055,8.403314917127071,0.2154696132596685,1.5492957746478873,1,0,5,6,11.0,16.0,21.0,11.0,28.0,16.0,11.0,16.0,6.518518518518518,0,1,1,0
109,72,181,-47402.958,31.997721191890314,903.7146449333885,7.56353591160221,0.20441988950276244,1.5138888888888888,0,1,5,6,10.0,17.0,22.0,10.0,27.0,17.0,10.0,17.0,6.296296296296297,1,1,1,1
108,73,181,-48439.064,31.997721191890314,929.1713954948924,6.767955801104972,0.19337016574585636,1.4794520547945205,1,0,5,6,9.0,18.0,23.0,9.0,26.0,18.0,9.0,18.0,6.0,1,1,1,1
107,74,181,-48233.945,31.997721191890314,954.9817120364172,6.016574585635359,0.18232044198895028,1.445945945945946,0,1,5,6,8.0,19.0,24.0,8.0,25.0,19.0,8.0,19.0,5.62962962962963,1,1,1,1
106,75,181,-46517.412,31.997721191890314,981.1455945579629,5.30939226519337,0.1712707182320442,1.4133333333333333,1,0,5,6,7.0,20.0,25.0,7.0,24.0,20.0,7.0,20.0,5.185185185185185,1,1,1,1
105,76,181,-43549.968,31.997721191890314,1007.6630430595295,4.6464088397790055,0.16022099447513813,1.381578947368421,0,1,5,6,6.0,21.0,26.0,6.0,23.0,21.0,6.0,21.0,4.666666666666667,1,1,1,1
104,77,181,-39463.035,31.997721191890314,1034.534057541117,4.027624309392265,0.14917127071823205,1.3506493506493507,1,0,5,6,5.0,22.0,27.0,5.0,22.0,22.0,5.0,22.0,4.074074074074074,1,1,1,1
103,78,181,-34381.497,31.997721191890314,1061.7586380027253,3.453038674033149,0.13812154696132597,1.3205128205128205,0,1,5,6,4.0,21.0,28.0,4.0,21.0,23.0,4.0,21.0,3.36,1,1,1,1
102,79,181,-27871.14,31.997721191890314,1089.3367844443544,2.9226519337016574,0.1270718232044199,1.2911392405063291,1,0,5,6,3.0,20.0,29.0,3.0,20.0,24.0,3.0,20.0,2.608695652173913,1,1,1,1
101,80,181,-20661.127,31.997721191890314,1117.2684968660046,2.43646408839779,0.11602209944751381,1.2625,0,1,5,6,2.0,19.0,30.0,2.0,19.0,25.0,2.0,19.0,1.8095238095238095,1,1,1,1
100,81,181,-12798.749,31.997721191890314,1145.5537752676757,1.9944751381215469,0.10497237569060773,1.2345679012345678,1,0,5,6,1.0,18.0,31.0,1.0,18.0,26.0,1.0,18.0,0.9473684210526315,1,1,1,1
99,82,181,-3110.631,31.997721191890314,1174.1926196493675,1.5966850828729282,0.09392265193370165,1.2073170731707317,0,1,6,6,0.0,17.0,0.0,0.0,17.0,27.0,0.0,17.0,0.0,1,1,0,1
110,72,182,-46049.636,32.11546826178415,902.0564491991244,7.934065934065934,0.2087912087912088,1.5277777777777777,0,0,5,6,10.0,16.0,22.0,10.0,28.0,16.0,10.0,16.0,6.153846153846154,1,1,1,1
109,73,182,-46430.685,32.11546826178415,927.4664900216349,7.1208791208791204,0.1978021978021978,1.4931506849315068,1,1,5,6,9.0,17.0,23.0,9.0,27.0,17.0,9.0,17.0,5.884615384615385,1,1,1,1
108,74,182,-48246.144,32.11546826178415,953.2294480777914,6.351648351648351,0.18681318681318682,1.4594594594594594,0,0,5,6,8.0,18.0,24.0,8.0,26.0,18.0,8.0,18.0,5.538461538461538,1,1,1,1
107,75,182,-45446.144,32.11546826178415,979.3453233675939,5.626373626373627,0.17582417582417584,1.4266666666666667,1,1,5,6,7.0,19.0,25.0,7.0,25.0,19.0,7.0,19.0,5.115384615384615,1,1,1,1
106,76,182,-44609.109,32.11546826178415,1005.8141158910423,4.945054945054945,0.16483516483516483,1.394736842105263,0,0,5,6,6.0,20.0,26.0,6.0,24.0,20.0,6.0,20.0,4.615384615384615,1,1,1,1
105,77,182,-39051.682,32.11546826178415,1032.635825648137,4.3076923076923075,0.15384615384615385,1.3636363636363635,1,1,5,6,5.0,21.0,27.0,5.0,23.0,21.0,5.0,21.0,4.038461538461538,1,1,1,1
104,78,182,-36168.42,32.11546826178415,1059.8104526388772,3.7142857142857144,0.14285714285714285,1.3333333333333333,0,0,5,6,4.0,22.0,28.0,4.0,22.0,22.0,4.0,22.0,3.3846153846153846,1,1,1,1
103,79,182,-28303.976,32.11546826178415,1087.3379968632637,3.1648351648351647,0.13186813186813187,1.3037974683544304,1,1,5,6,3.0,21.0,29.0,3.0,21.0,23.0,3.0,21.0,2.625,1,1,1,1
102,80,182,-23576.885,32.11546826178415,1115.218458321296,2.659340659340659,0.12087912087912088,1.275,0,0,5,6,2.0,20.0,30.0,2.0,20.0,24.0,2.0,20.0,1.8181818181818181,1,1,1,1
101,81,182,-13327.213,32.11546826178415,1143.4518370129745,2.197802197802198,0.10989010989010989,1.2469135802469136,1,1,5,6,1.0,19.0,31.0,1.0,19.0,25.0,1.0,19.0,0.95,1,1,1,1
100,82,182,-6824.556,32.11546826178415,1172.0381329382988,1.7802197802197801,0.0989010989010989,1.2195121951219512,0,0,6,6,0.0,18.0,0.0,0.0,18.0,26.0,0.0,18.0,0.0,1,1,0,1
112,71,183,-39716.114,32.232999873805014,875.3989583213713,9.185792349726777,0.22404371584699453,1.5774647887323943,1,0,5,6,11.0,14.0,21.0,11.0,30.0,14.0,11.0,14.0,6.16,0,0,1,0
111,72,183,-43283.547,32.232999873805014,900.4103571305534,8.311475409836065,0.21311475409836064,1.5416666666666667,0,1,5,6,10.0,15.0,22.0,10.0,29.0,15.0,10.0,15.0,6.0,1,1,1,0
110,73,183,-45293.547,32.232999873805014,925.7740291624,7.48087431693989,0.20218579234972678,1.5068493150684932,1,0,5,6,9.0,16.0,23.0,9.0,28.0,16.0,9.0,16.0,5.76,1,1,1,1
109,74,183,-46365.663,32.232999873805014,951.4899744169111,6.693989071038251,0.1912568306010929,1.472972972972973,0,1,5,6,8.0,17.0,24.0,8.0,27.0,17.0,8.0,17.0,5.44,1,1,1,1
108,75,183,-45809.663,32.232999873805014,977.5581928940867,5.950819672131147,0.18032786885245902,1.44,1,0,5,6,7.0,18.0,25.0,7.0,26.0,18.0,7.0,18.0,5.04,1,1,1,1
107,76,183,-43663.76,32.232999873805014,1003.9786845939269,5.251366120218579,0.16939890710382513,1.4078947368421053,0,1,5,6,6.0,19.0,26.0,6.0,25.0,19.0,6.0,19.0,4.56,1,1,1,1
106,77,183,-40202.138,32.232999873805014,1030.7514495164316,4.595628415300546,0.15846994535519127,1.3766233766233766,1,0,5,6,5.0,20.0,27.0,5.0,24.0,20.0,5.0,20.0,4.0,1,1,1,1
105,78,183,-35773.197,32.232999873805014,1057.8764876616008,3.9836065573770494,0.14754098360655737,1.3461538461538463,0,1,5,6,4.0,21.0,28.0,4.0,23.0,21.0,4.0,21.0,3.36,1,1,1,1
104,79,183,-30191.488,32.232999873805014,1085.3537990294346,3.4153005464480874,0.1366120218579235,1.3164556962025316,1,0,5,6,3.0,22.0,29.0,3.0,22.0,22.0,3.0,22.0,2.64,1,1,1,1
103,80,183,-23804.655,32.232999873805014,1113.183383619933,2.890710382513661,0.12568306010928962,1.2875,0,1,5,6,2.0,21.0,30.0,2.0,21.0,23.0,2.0,21.0,1.826086956521739,1,1,1,1
102,81,183,-16587.261,32.232999873805014,1141.365241433096,2.4098360655737703,0.11475409836065574,1.2592592592592593,1,0,5,6,1.0,20.0,31.0,1.0,20.0,24.0,1.0,20.0,0.9523809523809523,1,1,1,1
101,82,183,-7580.008,32.232999873805014,1169.8993724689233,1.9726775956284153,0.10382513661202186,1.2317073170731707,0,1,6,6,0.0,19.0,0.0,0.0,19.0,25.0,0.0,19.0,0.0,1,1,0,1
112,72,184,-41499.453,32.35031759636025,898.7762149597481,8.695652173913043,0.21739130434782608,1.5555555555555556,0,0,5,6,10.0,14.0,22.0,10.0,30.0,14.0,10.0,14.0,5.833333333333333,1,1,1,1
111,73,184,-42839.453,32.35031759636025,924.0938548177693,7.8478260869565215,0.20652173913043478,1.5205479452054795,1,1,5,6,9.0,15.0,23.0,9.0,29.0,15.0,9.0,15.0,5.625,1,1,1,1
110,74,184,-45705.453,32.35031759636025,949.7631285627073,7.043478260869565,0.1956521739130435,1.4864864864864864,0,0,5,6,8.0,16.0,24.0,8.0,28.0,16.0,8.0,16.0,5.333333333333333,1,1,1,1
109,75,184,-44219.819,32.35031759636025,975.7840361945623,6.282608695652174,0.18478260869565216,1.4533333333333334,1,1,5,6,7.0,17.0,25.0,7.0,27.0,17.0,7.0,17.0,4.958333333333333,1,1,1,1
108,76,184,-44252.565,32.35031759636025,1002.1565777133342,5.565217391304348,0.17391304347826086,1.4210526315789473,0,0,5,6,6.0,18.0,26.0,6.0,26.0,18.0,6.0,18.0,4.5,1,1,1,1
107,77,184,-39610.855,32.35031759636025,1028.8807531190232,4.891304347826087,0.16304347826086957,1.3896103896103895,1,1,5,6,5.0,19.0,27.0,5.0,25.0,19.0,5.0,19.0,3.9583333333333335,1,1,1,1
106,78,184,-37332.486,32.35031759636025,1055.956562411629,4.260869565217392,0.15217391304347827,1.358974358974359,0,0,5,6,4.0,20.0,28.0,4.0,24.0,20.0,4.0,20.0,3.3333333333333335,1,1,1,1
105,79,184,-30318.714,32.35031759636025,1083.384005591152,3.6739130434782608,0.14130434782608695,1.3291139240506329,1,1,5,6,3.0,21.0,29.0,3.0,23.0,21.0,3.0,21.0,2.625,1,1,1,1
104,80,184,-26344.787,32.35031759636025,1111.1630826575915,3.130434782608696,0.13043478260869565,1.3,0,0,5,6,2.0,22.0,30.0,2.0,22.0,22.0,2.0,22.0,1.8333333333333333,1,1,1,1
103,81,184,-16883.355,32.35031759636025,1139.2937936109483,2.630434782608696,0.11956521739130435,1.271604938271605,1,1,5,6,1.0,21.0,31.0,1.0,21.0,23.0,1.0,21.0,0.9545454545454546,1,1,1,1
102,82,184,-11051.586,32.35031759636025,1167.776138451222,2.1739130434782608,0.10869565217391304,1.2439024390243902,0,0,6,6,0.0,20.0,0.0,0.0,20.0,24.0,0.0,20.0,0.0,1,1,0,1
113,72,185,-38319.804,32.46742297798574,897.1538716943954,9.086486486486486,0.22162162162162163,1.5694444444444444,0,1,5,6,10.0,13.0,22.0,10.0,31.0,13.0,10.0,13.0,5.6521739130434785,1,1,1,0
112,73,185,-41394.371,32.46742297798574,922.4258117421249,8.221621621621622,0.21081081081081082,1.5342465753424657,1,0,5,6,9.0,14.0,23.0,9.0,30.0,14.0,9.0,14.0,5.478260869565218,1,1,1,1
111,74,185,-43387.871,32.46742297798574,948.048750957184,7.4,0.2,1.5,0,1,5,6,8.0,15.0,24.0,8.0,29.0,15.0,8.0,15.0,5.217391304347826,1,1,1,1
110,75,185,-43819.047,32.46742297798574,974.0226893395725,6.621621621621622,0.1891891891891892,1.4666666666666666,1,0,5,6,7.0,16.0,25.0,7.0,28.0,16.0,7.0,16.0,4.869565217391305,1,1,1,1
109,76,185,-42805.908,32.46742297798574,1000.3476268892907,5.886486486486486,0.1783783783783784,1.4342105263157894,0,1,5,6,6.0,17.0,26.0,6.0,27.0,17.0,6.0,17.0,4.434782608695652,1,1,1,1
108,77,185,-40335.558,32.46742297798574,1027.0235636063385,5.194594594594594,0.16756756756756758,1.4025974025974026,1,0,5,6,5.0,18.0,27.0,5.0,26.0,18.0,5.0,18.0,3.9130434782608696,1,1,1,1
107,78,185,-36688.144,32.46742297798574,1054.0504994907158,4.545945945945946,0.15675675675675677,1.3717948717948718,0,1,5,6,4.0,19.0,28.0,4.0,25.0,19.0,4.0,19.0,3.3043478260869565,1,1,1,1
106,79,185,-31858.15,32.46742297798574,1081.4284345424228,3.9405405405405407,0.14594594594594595,1.3417721518987342,1,0,5,6,3.0,20.0,29.0,3.0,24.0,20.0,3.0,20.0,2.608695652173913,1,1,1,1
105,80,185,-26183.651,32.46742297798574,1109.157368761459,3.3783783783783785,0.13513513513513514,1.3125,0,1,5,6,2.0,21.0,30.0,2.0,23.0,21.0,2.0,21.0,1.826086956521739,1,1,1,1
104,81,185,-19757.745,32.46742297798574,1137.2373021478252,2.8594594594594596,0.12432432432432433,1.2839506172839505,1,0,5,6,1.0,22.0,31.0,1.0,22.0,22.0,1.0,22.0,0.9565217391304348,1,1,1,1
103,82,185,-11541.211,32.46742297798574,1165.6682347015208,2.383783783783784,0.11351351351351352,1.2560975609756098,0,1,6,6,0.0,21.0,0.0,0.0,21.0,23.0,0.0,21.0,0.0,1,1,1,1
114,72,186,-36424.214,32.584317547703584,895.5431790530149,9.483870967741936,0.22580645161290322,1.5833333333333333,0,0,5,6,10.0,12.0,22.0,10.0,32.0,12.0,10.0,12.0,5.454545454545454,0,1,1,0
113,73,186,-38607.602,32.584317547703584,920.7697474770436,8.602150537634408,0.21505376344086022,1.547945205479452,1,1,5,6,9.0,13.0,23.0,9.0,31.0,13.0,9.0,13.0,5.318181818181818,1,1,1,1
112,74,186,-42508.602,32.584317547703584,946.3466849069614,7.763440860215054,0.20430107526881722,1.5135135135135136,0,0,5,6,8.0,14.0,24.0,8.0,30.0,14.0,8.0,14.0,5.090909090909091,1,1,1,1
111,75,186,-41927.32,32.584317547703584,972.2739913427686,6.967741935483871,0.1935483870967742,1.48,1,1,5,6,7.0,15.0,25.0,7.0,29.0,15.0,7.0,15.0,4.7727272727272725,1,1,1,1
110,76,186,-43000.032,32.584317547703584,998.551666784465,6.21505376344086,0.1827956989247312,1.4473684210526316,0,0,5,6,6.0,16.0,26.0,6.0,28.0,16.0,6.0,16.0,4.363636363636363,1,1,1,1
109,77,186,-39172.35,32.584317547703584,1025.1797112320507,5.505376344086022,0.17204301075268819,1.4155844155844155,1,1,5,6,5.0,17.0,27.0,5.0,27.0,17.0,5.0,17.0,3.8636363636363638,1,1,1,1
108,78,186,-37864.447,32.584317547703584,1052.1581246855258,4.838709677419355,0.16129032258064516,1.3846153846153846,0,0,5,6,4.0,18.0,28.0,4.0,26.0,18.0,4.0,18.0,3.272727272727273,1,1,1,1
107,79,186,-31714.856,32.584317547703584,1079.48690714489,4.21505376344086,0.15053763440860216,1.3544303797468353,1,1,5,6,3.0,19.0,29.0,3.0,25.0,19.0,3.0,19.0,2.590909090909091,1,1,1,1
106,80,186,-28539.059,32.584317547703584,1107.1660586101436,3.6344086021505375,0.13978494623655913,1.325,0,0,5,6,2.0,20.0,30.0,2.0,24.0,20.0,2.0,20.0,1.8181818181818181,1,1,1,1
105,81,186,-19882.94,32.584317547703584,1135.1955790812865,3.096774193548387,0.12903225806451613,1.2962962962962963,1,1,5,6,1.0,21.0,31.0,1.0,23.0,21.0,1.0,21.0,0.9545454545454546,1,1,1,1
104,82,186,-14680.897,32.584317547703584,1163.5754685583188,2.6021505376344085,0.11827956989247312,1.2682926829268293,0,0,6,6,0.0,22.0,0.0,0.0,22.0,22.0,0.0,22.0,0.0,1,1,1,1
103,83,186,-3145.497,32.584317547703584,1192.30572704124,2.150537634408602,0.10752688172043011,1.2409638554216869,1,1,6,6,1.0,21.0,1.0,43.0,21.0,23.0,1.0,21.0,0.9545454545454546,1,0,1,1
102,84,186,4101.531,32.584317547703584,1221.386354530051,1.7419354838709677,0.0967741935483871,1.2142857142857142,0,0,6,6,2.0,20.0,2.0,42.0,20.0,24.0,2.0,20.0,1.8181818181818181,1,0,0,0
114,73,187,-36895.55,32.70100281537152,919.1255122865921,8.989304812834225,0.2192513368983957,1.5616438356164384,1,0,5,6,9.0,12.0,23.0,9.0,32.0,12.0,9.0,12.0,5.142857142857143,0,1,1,1
113,74,187,-39904.044,32.70100281537152,944.6567765167752,8.133689839572192,0.20855614973262032,1.527027027027027,0,1,5,6,8.0,13.0,24.0,8.0,31.0,13.0,8.0,13.0,4.9523809523809526,1,1,1,1
112,75,187,-41216.548,32.70100281537152,970.5377840925772,7.320855614973262,0.19786096256684493,1.4933333333333334,1,0,5,6,7.0,14.0,25.0,7.0,30.0,14.0,7.0,14.0,4.666666666666667,1,1,1,1
111,76,187,-41219.015,32.70100281537152,996.7685350139982,6.550802139037433,0.18716577540106952,1.4605263157894737,0,1,5,6,6.0,15.0,26.0,6.0,29.0,15.0,6.0,15.0,4.285714285714286,1,1,1,1
110,77,187,-39549.377,32.70100281537152,1023.3490292810382,5.823529411764706,0.17647058823529413,1.4285714285714286,1,0,5,6,5.0,16.0,27.0,5.0,28.0,16.0,5.0,16.0,3.8095238095238093,1,1,1,1
109,78,187,-36685.361,32.70100281537152,1050.279266893697,5.13903743315508,0.1657754010695187,1.3974358974358974,0,1,5,6,4.0,17.0,28.0,4.0,27.0,17.0,4.0,17.0,3.238095238095238,1,1,1,1
108,79,187,-33028.78,32.70100281537152,1077.559247851975,4.497326203208556,0.15508021390374332,1.3670886075949367,1,0,5,6,3.0,18.0,29.0,3.0,26.0,18.0,3.0,18.0,2.5714285714285716,1,1,1,1
107,80,187,-28118.509,32.70100281537152,1105.1889721558716,3.8983957219251337,0.1443850267379679,1.3375,0,1,5,6,2.0,19.0,30.0,2.0,25.0,19.0,2.0,19.0,1.8095238095238095,1,1,1,1
106,81,187,-22444.592,32.70100281537152,1133.1684398053874,3.342245989304813,0.13368983957219252,1.308641975308642,1,0,5,6,1.0,20.0,31.0,1.0,24.0,20.0,1.0,20.0,0.9523809523809523,1,1,1,1
105,82,187,-14986.955,32.70100281537152,1161.4976508005223,2.828877005347594,0.12299465240641712,1.2804878048780488,0,1,6,6,0.0,21.0,0.0,0.0,23.0,21.0,0.0,21.0,0.0,1,1,1,1
104,83,187,-6383.275,32.70100281537152,1190.1766051412758,2.358288770053476,0.11229946524064172,1.2530120481927711,1,0,6,6,1.0,22.0,1.0,43.0,22.0,22.0,1.0,22.0,0.9565217391304348,1,1,1,1
103,84,187,2823.808,32.70100281537152,1219.2053028276484,1.9304812834224598,0.10160427807486631,1.2261904761904763,0,1,6,6,2.0,21.0,2.0,42.0,21.0,23.0,2.0,21.0,1.826086956521739,1,1,0,1
114,74,188,-38667.88,32.817480272024206,942.978874624866,8.51063829787234,0.2127659574468085,1.5405405405405406,0,0,5,6,8.0,12.0,24.0,8.0,32.0,12.0,8.0,12.0,4.8,0,1,1,1
113,75,188,-39016.88,32.817480272024206,968.8139122858212,7.680851063829787,0.20212765957446807,1.5066666666666666,1,1,5,6,7.0,13.0,25.0,7.0,31.0,13.0,7.0,13.0,4.55,1,1,1,1
112,76,188,-41137.301,32.817480272024206,994.9980720773299,6.8936170212765955,0.19148936170212766,1.4736842105263157,0,0,5,6,6.0,14.0,26.0,6.0,30.0,14.0,6.0,14.0,4.2,1,1,1,1
111,77,188,-38344.955,32.817480272024206,1021.531353999392,6.148936170212766,0.18085106382978725,1.4415584415584415,1,1,5,6,5.0,15.0,27.0,5.0,29.0,15.0,5.0,15.0,3.75,1,1,1,1
110,78,188,-37820.97,32.817480272024206,1048.4137580520076,5.446808510638298,0.1702127659574468,1.4102564102564104,0,0,5,6,4.0,16.0,28.0,4.0,28.0,16.0,4.0,16.0,3.2,1,1,1,1
109,79,188,-32371.315,32.817480272024206,1075.6452842351766,4.787234042553192,0.1595744680851064,1.379746835443038,1,1,5,6,3.0,17.0,29.0,3.0,27.0,17.0,3.0,17.0,2.55,1,1,1,1
108,80,188,-30198.351,32.817480272024206,1103.2259325488992,4.170212765957447,0.14893617021276595,1.35,0,0,5,6,2.0,18.0,30.0,2.0,26.0,18.0,2.0,18.0,1.8,1,1,1,1
107,81,188,-22336.403,32.817480272024206,1131.155702993175,3.595744680851064,0.13829787234042554,1.3209876543209877,1,1,5,6,1.0,19.0,31.0,1.0,25.0,19.0,1.0,19.0,0.95,1,1,1,1
106,82,188,-17811.024,32.817480272024206,1159.4345955680044,3.0638297872340425,0.1276595744680851,1.2926829268292683,0,0,6,6,0.0,20.0,0.0,0.0,24.0,20.0,0.0,20.0,0.0,1,1,1,1
105,83,188,-7194.8,32.817480272024206,1188.0626102733872,2.574468085106383,0.11702127659574468,1.2650602409638554,1,1,6,6,1.0,21.0,1.0,43.0,23.0,21.0,1.0,21.0,0.9545454545454546,1,1,1,1
104,84,188,-544.378,32.817480272024206,1217.0397471093236,2.127659574468085,0.10638297872340426,1.2380952380952381,0,0,6,6,2.0,22.0,2.0,42.0,22.0,22.0,2.0,22.0,1.8333333333333333,1,1,0,1
114,75,189,-37979.097,32.93375139020674,967.102223363214,8.047619047619047,0.20634920634920634,1.52,1,0,5,6,7.0,12.0,25.0,7.0,32.0,12.0,7.0,12.0,4.421052631578948,1,1,1,1
113,76,189,-38986.802,32.93375139020674,993.2401212919494,7.243386243386244,0.19576719576719576,1.486842105263158,0,1,5,6,6.0,13.0,26.0,6.0,31.0,13.0,6.0,13.0,4.105263157894737,1,1,1,1
112,77,189,-38449.652,32.93375139020674,1019.7265245264015,6.481481481481482,0.18518518518518517,1.4545454545454546,1,0,5,6,5.0,14.0,27.0,5.0,30.0,14.0,5.0,14.0,3.6842105263157894,1,1,1,1
111,78,189,-36469.405,32.93375139020674,1046.5614330665699,5.761904761904762,0.1746031746031746,1.4230769230769231,0,1,5,6,4.0,15.0,28.0,4.0,29.0,15.0,4.0,15.0,3.1578947368421053,1,1,1,1
110,79,189,-33581.958,32.93375139020674,1073.744846912455,5.084656084656085,0.164021164021164,1.3924050632911393,1,0,5,6,3.0,16.0,29.0,3.0,28.0,16.0,3.0,16.0,2.526315789473684,1,1,1,1
109,80,189,-29626.378,32.93375139020674,1101.2767660640563,4.449735449735449,0.15343915343915343,1.3625,0,1,5,6,2.0,17.0,30.0,2.0,27.0,17.0,2.0,17.0,1.7894736842105263,1,1,1,1
108,81,189,-24616.105,32.93375139020674,1129.157190521374,3.857142857142857,0.14285714285714285,1.3333333333333333,1,0,5,6,1.0,18.0,31.0,1.0,26.0,18.0,1.0,18.0,0.9473684210526315,1,1,1,1
107,82,189,-17844.019,32.93375139020674,1157.3861202844084,3.306878306878307,0.13227513227513227,1.3048780487804879,0,1,6,6,0.0,19.0,0.0,0.0,25.0,19.0,0.0,19.0,0.0,1,1,1,1
106,83,189,-10064.664,32.93375139020674,1185.9635553531593,2.798941798941799,0.12169312169312169,1.2771084337349397,1,0,6,6,1.0,20.0,1.0,43.0,24.0,20.0,1.0,20.0,0.9523809523809523,1,1,1,1
105,84,189,-1421.996,32.93375139020674,1214.8894957276266,2.3333333333333335,0.1111111111111111,1.25,0,1,6,6,2.0,21.0,2.0,42.0,23.0,21.0,2.0,21.0,1.826086956521739,1,1,0,1
116,74,190,-34368.832,33.0498176243004,939.6584989814253,9.284210526315789,0.22105263157894736,1.5675675675675675,0,0,5,6,8.0,10.0,24.0,8.0,34.0,10.0,8.0,10.0,4.444444444444445,1,0,1,0
115,75,190,-35583.015,33.0498176243004,965.4025674466699,8.421052631578947,0.21052631578947367,1.5333333333333334,1,1,5,6,7.0,11.0,25.0,7.0,33.0,11.0,7.0,11.0,4.277777777777778,1,1,1,0
114,76,190,-38707.825,33.0498176243004,991.4945287290122,7.6,0.2,1.5,0,0,5,6,6.0,12.0,26.0,6.0,32.0,12.0,6.0,12.0,4.0,1,1,1,1
113,77,190,-36753.614,33.0498176243004,1017.9343828284526,6.821052631578947,0.18947368421052632,1.4675324675324675,1,1,5,6,5.0,13.0,27.0,5.0,31.0,13.0,5.0,13.0,3.611111111111111,1,1,1,1
112,78,190,-37306.504,33.0498176243004,1044.7221297449908,6.08421052631579,0.17894736842105263,1.435897435897436,0,0,5,6,4.0,14.0,28.0,4.0,30.0,14.0,4.0,14.0,3.111111111111111,1,1,1,1
111,79,190,-32833.54,33.0498176243004,1071.857769478627,5.389473684210526,0.16842105263157894,1.4050632911392404,1,1,5,6,3.0,15.0,29.0,3.0,29.0,15.0,3.0,15.0,2.5,1,1,1,1
110,80,190,-31370.625,33.0498176243004,1099.341302029361,4.7368421052631575,0.15789473684210525,1.375,0,0,5,6,2.0,16.0,30.0,2.0,28.0,16.0,2.0,16.0,1.7777777777777777,1,1,1,1
109,81,190,-24366.236,33.0498176243004,1127.1727273971928,4.126315789473685,0.14736842105263157,1.345679012345679,1,1,5,6,1.0,17.0,31.0,1.0,27.0,17.0,1.0,17.0,0.9444444444444444,1,1,1,1
108,82,190,-20416.607,33.0498176243004,1155.3520455821226,3.557894736842105,0.1368421052631579,1.3170731707317074,0,0,6,6,0.0,18.0,0.0,0.0,26.0,18.0,0.0,18.0,0.0,1,1,1,1
107,83,190,-10595.906,33.0498176243004,1183.8792565841504,3.031578947368421,0.12631578947368421,1.2891566265060241,1,1,6,6,1.0,19.0,1.0,43.0,25.0,19.0,1.0,19.0,0.95,1,1,1,1
106,84,190,-4562.708,33.0498176243004,1212.754360403276,2.5473684210526315,0.11578947368421053,1.2619047619047619,0,0,6,6,2.0,20.0,2.0,42.0,24.0,20.0,2.0,20.0,1.8181818181818181,1,1,1,1
117,74,191,-31176.176,33.16568041084109,938.0157360176105,9.680628272251308,0.225130890052356,1.5810810810810811,0,1,5,6,8.0,9.0,24.0,8.0,35.0,9.0,8.0,9.0,4.235294117647059,0,1,1,0
116,75,191,-34350.408,33.16568041084109,963.714797278367,8.801047120418849,0.21465968586387435,1.5466666666666666,1,0,5,6,7.0,10.0,25.0,7.0,34.0,10.0,7.0,10.0,4.117647058823529,1,1,1,1
115,76,191,-36395.239,33.16568041084109,989.7611431507552,7.963350785340314,0.20418848167539266,1.513157894736842,0,1,5,6,6.0,11.0,26.0,6.0,33.0,11.0,6.0,11.0,3.8823529411764706,1,1,1,1
114,77,191,-36708.826,33.16568041084109,1016.1547736347753,7.167539267015707,0.193717277486911,1.4805194805194806,1,0,5,6,5.0,12.0,27.0,5.0,32.0,12.0,5.0,12.0,3.5294117647058822,1,1,1,1
113,78,191,-35698.336,33.16568041084109,1042.8956887304273,6.4136125654450264,0.18324607329842932,1.4487179487179487,0,1,5,6,4.0,13.0,28.0,4.0,31.0,13.0,4.0,13.0,3.0588235294117645,1,1,1,1
